Name,RA (1950),Dec m_Zw,V_h,sig sour,Ty,D1,D2,BT   UGC,CfARFN,Comments
00358+1446,3546.8,14455315.2,5479,4510302,-2,1.5,0.9,386,,"MK343,MCG 2-2-25"
00358+2921,3548,29210015.2,5657,2010622,6,1,0.3,,,
N 183,3549.2,29141313.8,5402,3112700,-7,2.1,1.6,13.4900387,T03632,
00359+2320,3553.5,23201315.5,7455,2812700,,,,,T13456,MK344
00359+0142,3554,1420015.4,4430,241-1,15,1,0.4,389,T23587,MCG 0-2-99
N 186,3554,2530014.8,4580,5412700,0B,1.7,1.1,390,T23119,
N 184,3555.5,29102015.5,5289,912212,,0.7,0.2,,T15317,
00360+0125,3600,1250015.5,10772,581-1,,,,,T23120,
00360-0008,3600,-80015.5,12429,331-1,,,,,T23588,
00361+3208,3607.2,32083315.3,11263,912212,,0.6,0.6,,T19497,
N 185,3611.7,48034311,-227,2210100,-5  P,14,12,10.0700396 0.68,,
00362+3116,3613.5,31160715.4,6203,321-1,,1.2,0.7,395,T19106,
00363+2637,3618,26370015.3,9967,331-1,,,,,T15250,
00363+2522,3618.4,25214014.6,4612,2010624,1A,1.5,1.1,398,,
N 190N,3619.4,6471715.4,12176,1710661,3,1.1,0.8,14.7900397A,T07592,"IIIZw10-2,HCG5A"
00364+0632,3626.2,6324515.4,13024,2810661,,0.6,0.4,409052,T13213,
00360+8257,3628.8,82563914.8,1709,1-506,20  P,1.8,0.25,392,,
I1564,3629.7,5444314.8,5257,310661,4X,1.2,0.6,399,T23589,
00366+2923,3636,29230015.2,5507,912212,15,1.2,1.1,400,,
N 192,3639.7,352013.9,4210,2012748,3B,2.4,1.1,13.4600401,S00917,HCG7A
N 193,3643.9,3032514.3,4340,2512700,-3X s,1.7,1.6,13.3500408,T03757,
N 194,3644,2454213.9,5187,2412700,-5,1.7,1.7,13.0000407,T02178,
N 196,3644.1,381714.7,4238,25H2748,-2B,1.3,1.1,14.0200405,T01960,HCG7B
00367+0341,3644.3,3410114.8,7705,9510300,-2,1.6,1.3,402,,MK554
N 197,3645.1,370015,4116,38H2748,5B,1.4,1.4,15.1100406,T01961,HCG7D
00367+1250S,3645.1,12501815.5,10473,37H2700,20,1.2,0.6,403,T17773,
00368+2459,3645.7,24584315,4638,912212,,,,,T15251,
00368+2929,3648,29290015.5,5576,3312700,0,1,0.2,412,T15260,
00368+3605,3648,36042014.9,4410,331-1,,,,,T19923,
N 198,3648.7,2312314.1,5262,2712700,5A,1.3,1.3,13.5000414,T02047,
00368+2522,3650.8,25221114.5,4614,2912700,-3,1.2,0.9,411,T03633,
I1565,3651.2,6273514.9,11162,1201 0,-6,1.8,1.8,410,,
I  40,3654,2100015.1,5413,411-1,20,1.1,0.5,413,T23591,
I1566,3658.3,6322815.4,11916,311-1,-4,,,,T13214,
N 199,3700,2510015,4602,1013800,-2,1.3,0.8,415,,
N 200,3700.4,2365114,5169,712212,4B s,2,1.2,420,T19016,
N 201,3701.1,350614.7,4366,3612748,5B,2.3,2.1,12.9000419,T01962,HCG7C
00370+0841,3702.1,8413615.2,4545,2013700,3,2.1,0.25,418,,KDG14A
00370+3253,3704.3,32530014.9,8818,912212,5,0.8,0.65,,,
00370+3535,3704.4,35344015.5,10597,301-1,,,,,T19107,
N 202,3706,3150015.5,3992,3312700,20,1,0.4,421,T23632,
N 203,3706,3100015,5221,4012700,,,,,T23631,
00371+0843,3706,8433515,4573,912812,20B,1.4,1.2,422,,"KDG14B, 4492 10 (0651)"
00372+2056,3712,20560015.3,9166,3712700,,,,,T15209,
N 204,3712,3010014.6,5392,3712700,,1.4,1.4,423,T23623,
00375+2226,3732.6,22263214.5,5841,2912700,3A,0.7,0.5,425,T02116,
N 205,3738.2,412458 9.4,-233,912212,-5,19,12,8.8500426 0.68,,
00377+2410,3742,24100015.3,12788,321-1,,,,,T15252,
N 208,3748,2280015.5,5111,4912700,,,,,T23627,
00378+2445,3750.7,24451115.1,4500,11010526,,,,,,MK345
00380+0125,3800,1250015.2,5387,401-1,,,,,T24889,MCG 0-2-120
00380+2953,3800,29530015.1,5311,321-1,,1.2,1,431,T15235,
I1571,3806,-350014.8,5821,2312700,3A,1.3,1,432,T24890,
00383+3127,3822.3,31273214.6,4649,1115502,5A,1.9,0.3,433,,
N 213,3833,16114114.8,5505,2912700,1B,1.8,1.7,436,T17613,
00389-0159,3848.3,-1591714.4,5302,2112700,1A,1.2,1.2,13.8000439,S03961,MCG 0-2-125
N 214,3848.9,25133313,4534,510620,5X1R,2.2,1.7,12.9500438,T15889,
00389+2915,3853.5,29143715.4,5253,912212,,0.7,0.7,,T15108,
00390+2855,3857.5,28554315.4,6978,912212,,0.6,0.4,,T15299,
N 218,3902.6,36045815.5,4873,5012700,20  P,1.3,1.2,440,T22036,
00392+3243,3912,32430015.4,4930,712212,7A R,1.8,0.9,442,,
00393+2518,3918,25180015.4,10107,3812700,,,,,T15253,
00393-0200,3918,-2000015.3,5400,431-1,,,,,T23661,
00393-0211,3918,-2110015.4,5506,181-1,,,,,T23768,
00394+3632,3922.1,36314814,10664,3112700,20,1.2,0.8,444,T26799,
00394+3308,3924,33080015.5,6245,912212,7,1.1,0.3,443,,
I  43,3941.5,29220314.4,4857,512212,5X P,2.2,2.1,448,T15915,
N 223,3942,341514.5,5355,2512700,-5  P,1.5,1,450,T02073,
00397+2925,3943.7,29254315.3,5281,2010622,15,1,0.25,449,,
N 221,3957.8,403526 9.2,-200,610100,-6,11,7,9.1500452 0.68,,"M32,Arp168"
N 224,4000.1,405942 4.3,-297,110100,3A2s2,0,80,4.3600454 0.77,,"M31,Andromeda"
N 227,4003,-1480213.7,5297,2812700,-5,1.7,1.4,12.9000456,T01974,
00401+2939,4006,29390014.7,5090,241-1,,,,,T15064,
00401-0216,4006,-2160015,5701,311-1,,1.6,1.6,455,T23662,
N 228,4010.4,23130014.9,7327,912212,1B,1.2,1.1,458,T13574,MCG 4-2-47
00401+3315,4012,33150115.5,6245,912212,6,1.2,0.2,457,,MK958
N 226,4012.7,32182114.4,4825,912212,-5  P,1,1,459,T03634,
I  46,4018,26590014.7,5287,912212,,,,,T15254,
N 229,4024,23140014.7,7349,251-1,,,,,T13578,
00406+5024,4035.1,50241314.6,5219,1012212,5,1.2,0.8,460,,
N 236,4052.9,2410014.5,5643,1112212,5A,1.3,1.2,462,T02230,
N 237,4054.4,-235014,5 4175,602212,6X3T,2,1.2,13.7000461,T17043,
N 233,4055.6,30185013.8,5430,2712700,-7,2,1.7,464,T03635,
N 234,4055.6,14041013.5,4452,912212,5A,1.8,1.8,463,T00889,
00410+2312,4100,23120015.1,7237,291-1,,,,,T13579,
00411+3235,4109.4,32344614.5,4772,612212,3B,1.8,0.45,465,,MK9008
00413+0033,4118,330015.4,5499,2212700,20,1.3,0.9,466,T23664,
I  49,4122,1343614.5,4561,910400,5A,1.9,1.7,468,,
00414+2555,4124,25550015.3,10081,2010624,20,1.6,0.35,469,,
00414+3005,4124,30050015.1,5589,271-1,,,,,T19108,
00415+2635,4131.5,26342214.8,5190,410639,10,1.1,0.35,470,,
00419+1632,4154,16320015.3,4411,331-1,,,,,T17044,IIIZw11
00420+0822,4200,8220015,11813,361-1,,,,,T11973,
00422+0453,4212,4530015.2,2894,211-1,,,,,T24892,
00423+1949,4218,19490015.4,9214,321-1,,,,,T15136,
N 240,4230,5520014.8,12239,5212700,0,1.6,1.6,473,T24891,
00430+4924,4301.7,49234915.1,5771,371-1,,,,,T24876,
00432+2459,4312,24590015.4,13714,912212,,,,,T15255,
00433+2456,4318,24560015.1,13544,381-1,,,,,T15256,
N 243,4319.6,29410714.6,4872,2912700,,0.9,0.5,,T15233,4787 9 (2212)
00434+4913,4326.3,49123515.3,7177,351-1,,,,,T24877,MCG 8-2-13
00434+5057,4329.4,50564114.9,5271,1012212,5,1.7,0.8,475,,
N 245,4332.1,-1594213.1,8 4073,1722212,3A T,1.3,1.3,476,T17648,"MK5551,UM274"
00436+1913,4336,19130015.4,2657,810200,8,3.5,0.8,477,,KDG15A
00437+2958,4344,29575514.5,4995,912212,1A,1.6,0.25,478,T03914,
00438+3132,4348,31320015.3,6252,912212,1B,1.1,0.6,479,,
00438+3603,4348.6,36031013.6,11181,5812700,20,1.6,1.1,480,T06057,KDG16A
00438+2927,4355.4,29270015,4816,912212,5,0.75,0.65,,,MCG 5-2-47
00439+3127,4357.7,31263715.5,5982,912212,,0.5,0.3,,T19109,
00441+2740,4406,27400015.4,6893,321-1,,,,,T15106,
00442+3224,4414.2,32240514.1,4859,912212,3B,2.8,0.8,484,S19615,KDG17A
00443+2429,4418,24290015.5,12677,912212,,,,,T15258,
00444+2748,4423,27473715.4,5143,912212,,0.7,0.4,,T15107,
00444+3004,4424.8,30040514.8,5238,912212,7,2.2,0.2,485,,
00444+3225,4428.4,32250715.1,5073,341-1,,0.6,0.5,,T19110,KDG17B
I1583,4430,22480015,7268,241-1,,,,,T13580,
I1585,4436,22470014.9,7344,281-1,,,,,T13581,
00446+5037,4437.9,50363914.8,5169,712212,3X s,1.3,1,486,,
N 250,4440.6,7381714.9,5234,2812700,0,1.4,0.8,487,T12270,
I1584,4442,27330015,4764,712212,20X,1.8,1.7,489,,
00447+1426,4442.2,14255015.2,11786,912212,2A,1,0.6,488,T05356,MK1146
00448+1525,4448,15250015.5,9495,401-1,,,,,T17397,
00450+1352,4500,13520015.5,11555,321-1,,,,,T17775,
00450+3809,4508.3,38085215.4,9895,391-1,,,,,T21472,
00452+1200,4512,12000015.5,11354,341-1,,,,,T17144,
00452+2941,4512,29410015.4,5012,311-1,,,,,T15257,
N 251,4515.1,19192814.6,4621,7013700,5,2.5,2,490,,KDG15B
I1586,4517.1,22060214.9,5821,712212,,,,,T05544,"IIIZw12,MK347"
N 252,4520.9,27210313.4,4990,3112700,-2,1.8,1.3,491,T03636,
00454+0057,4524,570015.5,13163,551-1,,,,,T24893,
N 257,4525.9,8012713.7,5278,510620,6,2.2,1.6,493,T00540,
00455+2820,4530,28200015,7043,271-1,,,,,T15236,
00455-0149,4531.8,-1502014.6,5609,2912700,-7,1.4,0.8,492,T24894,
I  52,4551.2,3492215.4,1961,110651,20,1.2,0.5,494,T24897,
N 260,4554,27250614.3,5212,610639,5:00 PM,0.9,0.9,497,T15890,HO123C
00459+0105W,4555.8,1045015.4,18613,44H2700,,0.8,0.8,00496A,T03812,"KDG18A,West"
00459+0105E,4557.2,1045715.2,18910,34H2700,,0.8,0.8,00496B,T03813,"KDG18B,East"
N 262,4604.9,31410415,4507,412212,0A s,1.6,1.5,499,,"MK348,Sy2"
00463+0927,4618,9270015.5,12117,311-1,,,,,T11499,
00463+2757,4621.2,27565415.2,5090,612212,5A,1.8,0.2,501,,
00469-0201,4654,-2010015.1,3784,2012700,20,1.5,1.1,505,T24896,MCG 0-3-8
00469+2318W,4654.5,23182015.4,16014,51H2748,-5,0.5,0.3,14.8,T07654,"HCG8A,IVZw32"
00470+2240,4659.5,22393614.5,7461,3512700,-1,1.6,1.3,506,T02117,
00471+0051,4701.6,503615.2,5267,3812754,5A,2.2,0.3,507,T23261,
N 266,4705.6,32002312.6,4661,512212,1B,3.5,3.3,508,T03915,
00473+2126,4718.7,21265715.3,4463,3212700,5A,1.4,0.4,510,T15137,
00475+0739,4727.5,7384815.1,5392,510639,20,1.2,0.7,512,,
00475+0655,4730,6550015.4,11866,321-1,,,,,T13203,
00476-0212,4736,-2120015.5,3839,2012700,,,,,T24895,UCM0047-0213
00477+2415,4742,24150015,10103,912212,6B,0.6,0.5,,,"AK15,MCG 4-0-11"
I  53,4804.3,10195015.5,11805,3512700,-3,1.5,1.4,516,T11974,
00481+2953,4806,29530015.2,10384,912212,5B,1.1,1,518,T15237,
N 271,4808.7,-2105113.2,4098,2212700,3B,2.5,2,519,T00892,
00484+2915,4824,29150015.5,5095,281-1,,,,,T15105,
00484+1028,4826.3,10282215.5,11269,261-1,,,,,T13484,
00486+1145,4835.7,11450515.4,659,410639,10,1.2,0.9,521,,
00487+4027,4840.6,40271114.6,5855,1012212,3,1.1,0.7,522,,"VV554,M7-2-20"
00489+2908,4853.1,29074614.5,10779,712212,3B,0.9,0.9,524,T03899,Sy1
00489+2927,4854,29270015.5,4931,612212,20,1.7,1,525,,
00490-0130,4900,-1300015.4,5595,2712700,,,,,,AK16 (1500 0502)
I  55,4906,7280015,5226,241-1,,,,,T13449,
N 278,4914.9,47164410.5,640,812212,3X T,2.8,2.8,11.5100528,,
00494+4404,4925.7,44033515.5,5328,2712700,1A,1.1,0.3,530,T26817,
00495-0044,4926.2,-452915.1,1725,401 002,4,0.4,0.2,15.25,,"AK18,MCG 0-3-18,UM286"
00494+2924,4929.9,29242014.3,5555,2012700,0,1,0.22,529,T03900,
N 279,4936,-2292114,3878,2312700,-2,1.6,1.4,532,T03724,MK558
00498+1415,4948,14150015.4,5579,4312700,5A,1.8,0.7,533,T17774,
00498+2552,4948,25520015.5,14797,2010624,3B,1,0.6,535,,
N 280,4950.6,24044914.6,10169,2010624,20,1.8,1.3,534,,
00499+3937,4953.5,39364915.2,4001,191-1,,,,,T22997,
N 282,5000,30220014.7,6673,291-1,,,,,T19443,
00501+4142,5006.3,41415714.7,9999,5112700,5A,1.2,1.1,539,T21849,
00502+2845,5016.4,28454214.1,4982,612212,5:00 PM,0.7,0.35,540,T15916,AK19
00507+2900,5044.5,28595714.8,4508,612212,20,2.3,0.3,542,T02132,
N 287,5048,32130014.8,5511,261-1,,,,,T19441,
00509+4050,5051.6,40494515.3,4944,301-1,,,,,T23082,
00509+3109,5054,31090015.5,5465,281-1,,,,,T19498,
I1592,5054,5300015.4,5188,210651,20,1.1,0.8,543,T24899,
00509+0230,5054.4,2301115.4,4990,2312700,,,,,T24898,MCG 0-3-22
00510+1225,5057.8,12252014,18116,4212700,5:00 PM,0.6,0.5,545,T03656,"Sy1,IZw1,MK9009, type from JPH"
00512+2430,5113.9,24295515.3,4905,3312700,-2,1.4,0.35,547,T15297,"UCM0051+2430,MCG+04-03-015"
00514+0043,5124,430015.5,12741,331-1,,,,,T24916,
00514+3005,5124,30043315.3,6773,612212,5,0.9,0.35,,,
00517+3124,5142,31240014.8,6606,912212,5A,1.4,1.2,548,,
00520+2830,5159.3,28292415.3,6900,10502,,,,,,AK20
00520+2436,5200,24360015.5,13511,912212,,,,,T15298,
00521+3105,5202.3,31052914.9,4498,612212,5,1.1,0.5,557,,
I1596,5203.4,21150015.1,2674,612212,20,2.5,1.2,550,,
00521+2835,5206,28360714.9,6805,2712700,0,1,0.2,555,T15104,
I1598,5206.5,5301215,4600,3612700,1A,1.2,0.6,553,T24900,
00521+2859,5207.5,28582715.3,4629,512212,20,1.2,0.7,556,,
00524+4157,5223.4,41570115.5,5528,311-1,,,,,T21866,
N 295,5224.6,31161513.5,5455,612212,5B,2.2,0.9,562,T03781,
00525+0107,5230,1070015.1,12467,681-1,20,1.2,0.8,563,T24921,
00526+1204,5236,12040015.3,11905,331-1,,,,,T17410,
00526+3128,5236,31280014.9,6083,2312700,-2,1.1,0.4,567,T19442,
N 296,5236,31240015.4,5647,912212,5A,1.2,0.3,565,T03927,
00528+1150,5248,11500015.4,17214,361-1,,,,,T11976,
00528-0131,5248,-1310015.2,13512,5812700,-1,,,,T24920,
00531+2353,5306,23530015.4,10420,281-1,,,,,T15138,
N 305,5321.5,11510415.4,12328,3712700,3B,1.2,0.9,571,T12059,
N 304,5325.7,23511614,4991,3112700,-1  P,1.4,0.9,573,T03648,
00535-0135,5329.3,-1361715.4,12860,4912760,,,,,T24917,
00535+0318,5330,3180015.5,12574,491-1,,,,,T24961,
00535+0921,5330,9210015.5,10715,381-1,,,,,T12060,
00535+5021,5333.9,50210715.3,5069,1012212,6X,1.2,0.7,576,,
00536+3933,5334.1,39332014.8,1471,311-1,,1.1,0.4,578,T21683,
00537-0130,5342.7,-1313315,13361,4512700,-7,1.4,1.2,579,T24918,
00538-0128,5349.4,-1285815.3,14967,4912700,,,,,T24919,
00539-0131,5352.3,-1315914.9,11482,3011154,-7,1.1,1.1,583,T24944,
N 307,5359.8,-2022914.1,4010,2212760,-2,1.7,0.8,584,T02065,
00541-0133,5406,-1330015.5,15036,1012452,3,,,,T24945,UCM0054-0133
00542-0037,5412,-370015.4,13465,241-1,,,,,T24962,
00543-0015,5418,-150015.4,13432,421-1,,,,,T25189,
00543-0131,5418,-1323615.4,12227,3612700,,,,,T24946,
00544+0846,5424,8460015.2,11825,371-1,,,,,T13316,
00544-0128,5425.2,-1284115.3,15048,4110105,,1.2,1,587,,
00545-0107,5428.7,-1084515.1,13291,8512700,15,1.1,1,588,T24978,
I  61,5430,7150015.3,11231,291-1,,1.3,1.2,589,T13317,
00546+2337,5438.9,23370715.2,5260,2010637,10,1,0.8,591,,"MK350,MCG 4-3-23,UCM0054+2337,4917 99(354"
N 317A,5448,43310015.1,5104,33H2700,15,1.5,1.4,593,T12100,"KDG19A,VZw42"
N 317B,5448,43310014,5429,27H2700,3A,1,0.5,594,T12099,"KDG19B,VZw42"
N 311,5449.6,30003514.1,5065,1412700,-2,1.5,0.8,592,S15109,
00549+4325,5453,43255814.9,5422,1012212,3,,,,T12098,
00550+1448,5500,14480015.5,5494,361-1,,,,,T17411,
00550+3305,5500,33044615,5303,912212,5,0.9,0.5,,,AK23
00551-0138,5501.6,-1394014.8,13412,6812760,,1.4,1.3,595,T23592,3C29
N 315,5505.6,30045612.5,4956,1712700,-5,3,2.5,11.5300597,M03300,"B2,HO29A"
00551+3113,5506.3,31125314.4,5005,912212,0,1,0.35,598,S03782,
00552-0040S,5511.5,-412314.7,13094,8312700,,1.3,0.8,00599S,T24979,South
00553+3026,5518,30260715.4,4723,912212,,0.6,0.3,,T19583,
N 318,5518,30090015.2,5307,281-1,,,,,T19444,
00555+4823,5531.8,48232914.5,6813,712212,3X s,1.6,1.2,600,,
00557+3628,5537.2,36273814.5,6142,712212,5X s,1.7,1.6,602,,
N 326,5540.2,26355114.9,14280,351 0,-4  P,1.2,1.2,14.3500601,,IVZw35
00557+4946,5546.4,49463215.4,5515,431-1,,,,,T24968,
00558+1118,5548,11180015.5,14295,5012700,20,1,0.5,603,T13318,
00558+2316,5548,23160015.4,10432,912212,,,,,T15162,
00559+1120,5554,11200015.5,14144,301-1,,,,,T11500,
00561+1229,5606,12290015.4,11733,4312700,5A,1.1,1.1,607,T19670,
I  62,5609,11321415,11592,321-1,20,1,0.7,606,T13319,
N 332,5612,6500014.9,5225,281-1,,1.3,1.3,609,T13320,
00562+1243,5613.6,12421114.8,12063,3412700,-7,1.8,1.6,610,T10299,
I1607,5614.9,190614.5,5437,2013542,7,1.1,1.1,611,T02075,
00563+2335,5620.1,23345814.5,5058,2712700,-5,1,0.45,612,T03647,
00568+3131,5648,31315015,4616,912212,,0.6,0.5,,T19578,
00568+3518,5650.4,35172514,2343,4012700,5B s,1.6,1,614,T19643,
00569+2904,5657.3,29040715.1,4861,912212,,0.6,0.6,,T15065,
00570+1835,5700.5,18342915.5,11295,3212700,3B,1.5,1.2,616,T15139,
00570+1504,5701.2,15034614.2,5517,3212700,2X,1,0.5,615,T02085,
00571+3133,5708.6,31332714.8,4456,612212,-2A,0.8,0.4,,M07658,MK352
00571+1745,5709.8,17441515.2,5523,3012700,1B,1.1,0.9,617,T17558,
00572+0040,5712,400015.4,5286,3312700,5A,1.1,1.1,618,T26818,
A0057+3131,5722.6,31315515.4,15196,6094202,,0.4,0.3,,,
00574+3501,5726,35011015.4,7778,321-1,,,,,T19584,
00575+1801,5731.7,18004915.5,12506,2712700,20,1.2,0.6,621,T15140,
00576+4743,5735.5,47433314.6,2713,812212,5,1.1,0.7,622,T17581,
00577+1934,5742,19340015.4,5390,301-1,,,,,T15141,
I  66,5747.3,30313715,4825,912212,1,1.1,0.5,623,T03928,
N 338,5752.3,30235814,4778,612212,3,1.9,0.7,624,T03784,
00579+2951,5755.8,29512715.4,6755,912212,,0.7,0.5,,T19579,
I  65,5803.2,47244413.8,2614,812212,4X,4.6,1.2,625,,
00581-0158,5806,-1580015,5743,6011822,5A,1,1,626,,KDG20B
00583+1312,5818,13120015.2,11817,3112700,20,1.3,0.9,627,T17776,
00583+2920,5818.1,29200114.9,4991,912212,5A,1.4,1.1,629,,
00584+1625,5824,16250015.5,11866,371-1,,,,,T17125,
00584+2952,5824,29520014.8,6965,912212,2,1.2,0.5,632,,
00585+2953,5830,29530014.9,7000,912212,,0.5,0.4,,T15066,
00586+3115,5835.9,31141714.6,5573,612212,3,1.7,0.35,633,T02137,
I  69,5839.9,30462014.7,5017,912212,,0.9,0.9,,T19585,
00587+0035,5842,350015.5,8142,341-1,,,,,T25031,
00590+2347,5900,23470014.7,5091,281-1,-7,1.5,1.2,636,T15143,
00591+2953,5906,29530015,6678,271-1,,,,,T15089,
00594+3209,5924,32090015.5,5048,271-1,,,,,T19511,
00594+3211,5924,32110015.1,4348,311-1,,,,,T19512,
N 351,5924.7,-2121114.3,4194,2312700,0B,1.4,0.7,639,T02066,
00598+3400,5945,34002514.9,11349,351-1,,,,,T17580,
N 353,5951.5,-2133514.7,4178,2912700,2B,1.6,0.5,641,T02067,
01004-0143,10012,-1450015,5857,181-1,,,,,T25335,Zw coord is poor
01005+0634,10030,6340015.5,11974,301-1,,,,,T13321,
N 354,10035.8,22042614.2,4665,812212,3B P,1,0.6,645,T15917,MK353
01006+1347E,10036,13470015.3,12562,31H2700,5:00 PM,0.7,0.2,00644S,T03700,"SE Comp, KDG21B"
01006+1347W,10036,13471515.1,12230,40H2700,5:00 PM,1,0.3,00644N,T03699,"NW Comp, KDG21A"
01007+3158,10042,31580015,5319,912212,3A,2,1,646,,
01012+4135,10111.5,41342915.2,829,1012212,9 8,3,3,655,,
01012+2058,10112,20580015,5648,241-1,,2,2,654,T15144,
01016+1826,10138.6,18254715.5,5463,912212,,1.1,0.35,659,,
01018-0119,10148,-1190014.9,5374,281-1,0,1,0.6,661,T24703,
N 359,10148,-1010014.8,5344,4112700,-3,2,1.3,662,T23561,
01020+4157,10201.4,41563815.4,7399,471-1,20B,1.1,0.9,665,T21992,
N 364,10207.4,-1041314.6,5253,4012700,-2,1.5,1.2,666,T23647,
I  73,10217.1,4295415.4,6275,331-1,,,,,T17184,
I1613,10219.8,1515611,2 -232,100912,10X9s,22,20,9.9900668 0.72,,DDO8
01028+3142,10248,31420015.5,4975,3312754,,,,,T19617,
01030+1429,10300,14290015.5,11996,411-1,,,,,T17694,
01030+3444,10300.4,34431815.4,12103,371-1,,,,,T21479,
01030+7520,10306.8,75200115.2,4781,4212700,3X,1.8,1.7,670,T25258,
I  74,10318,3490015.5,5016,301-1,,,,,T24704,
01034+2517,10324,25170015.5,6623,912212,,,,,T15354,
01034+3108,10324,31080015.5,6253,612212,5A,2,0.6,673,,
01036+3330,10336,33300015.1,4558,321-1,,,,,T19616,
01037+1419,10342,14190015.4,12136,3312700,20,1.2,1,677,T17695,
01038+0319,10348,3190015.2,5521,1 002,5A,2,1.9,678,,
01038+0601,10348,6010015.4,10564,391-1,,,,,T13450,
01040+1016,10359.6,10152514.8,6029,3512700,,,,,T11501,
01040+0855,10400,8550015.5,11292,361-1,,,,,T13485,
01040+4401,10400.7,44010015.5,5053,241-1,,,,,T26812,
01041-0227,10406,-2270015.5,26288,5512728,,,,,T10159,
N 374,10419.6,32314614.3,5031,2912700,0,1.3,0.5,680,T02138,
01044+0141,10419.7,1404115,4708,2013542,,0.3,0.3,,,UM304
I1620W,10424,13420015,11685,37H2700,,0.6,0.2,00681A,T05430,KDG22A
I1620E,10430,13420014.5,11474,26H2700,4X,1.2,0.8,00681B,T05429,KDG22B
N 379,10430,32151614,5492,3111537,-3,1.5,0.8,13.6500683,T03902,"IVZw38,Arp331"
N 380,10431.8,32125713.9,4414,2512700,-1,1.3,1.1,13.5000682,T03901,"IVZw38,Arp331"
I  75,10432.4,10334415,12263,3312700,3A,1.6,1.2,684,T11502,
01046+3248,10436,32480015,9600,10502,,,,,,AK25
N 382,10438.1,32081214.2,5228,2712700,-5,0.25,0.25,14.8900688,T03903,"IVZw38,Arp331,VV193,KDG23A"
N 383,10439.2,32084413.6,5071,2312700,-4A,2,1.7,12.9000689,T03904,"IVZw38,Arp331,VV193,KDG23B"
N 384,10439.3,32013314.3,4287,2312700,-5,1.1,0.8,13.9200686,T03916,"IVZw38,Arp331,3CR31"
N 385,10441.9,32031514.3,5024,2412700,-3A,1.3,1,13.8000687,T03917,"IVZw38,Arp331"
01047-0053,10442,-530015.1,5324,3312728,,,,,T10143,
01047+1625,10443,16250314.5,158,412812,10,1.9,1.3,685,T02184,
01047+3908,10443.3,39075613.8,5869,912212,5,2.5,1.9,690,,
N 386,10445,32054215.4,5709,3111537,-5,,,15.1,T03918,"IVZw38,Arp331"
01048+3240,10448,32400015.1,5789,912212,7B,1.1,1,692,,
N 391,10454,400014.6,5330,3712700,-7,1.2,0.8,693,T23562,
01050+0155,10500,1550015.5,12683,341-1,3B,1.1,0.5,694,T25214,
01050+4143,10500,41430014.7,11200,20012411,,,,,,VZw51
N 388,10501.4,32023515.5,5534,2511537,-5,,,15.4,T03919,"IVZw38,Arp331"
01052+3302,10511.5,33021315.4,4209,912212,4,0.9,0.7,,,
01052+1611,10512,16110015.5,16387,311-1,,,,,T17693,
01053+0048,10512.4,474815.4,629,1712700,15,1.3,1.1,695,T26780,
01053+3311,10517.7,33111014.7,4700,912212,5B,1,0.6,697,,
01053+2050,10523,20511615,4989,3212700,-3,1.1,0.9,696,T15145,MK561
01054+0217,10524,2170015.5,9967,4712700,2A,1.5,0.5,698,T24980,
N 392,10537.1,32520013.9,4697,2712700,-3,1.2,0.9,13.35007,,
N 394,10539.7,32525314.8,4423,231-120,,,,,T19596,
N 389,10540.1,39254015,5342,3012700,,1.4,0.4,703,T19906,
N 393,10547.2,39223613.3,6149,2812700,-4,1.7,1.4,707,T19907,VZw52
01058+0804,10548,8040015.4,10902,3312700,3B,1.1,1.1,706,T13466,
01059+1637,10555.4,16380714.9,12207,3812700,5B,1,0.6,708,T17034,
01061+0123,10602.6,1222914.8,1978,612212,6,4,0.5,711,,
01061+0200,10603.5,2000715.1,13138,331-1,,,,,T19672,
01061+3150,10606,31500015,10423,912212,,0.7,0.7,,,MCG 5-3-66
N 398,10607.6,32145215.4,4978,2812700,,,,,T19729,
N 399,10613,32220614.5,5167,2010622,1B,1.2,1,712,T03785,
01065+3142,10627.6,31424815.3,5174,1012324,,,,,T19728,
01065+3153,10627.9,31530314.5,4634,912212,5,1.3,0.9,714,T03787,
N 403,10628.2,32290513.3,4977,2010622,0,2,0.7,715,,
01065+0107,10630,1070015.1,5298,201-1,,,,,T25170,
01066+3313,10633.4,33124315.5,10593,912212,,0.9,0.7,,,MCG 5-3-70
N 404,10639.2,35270511.3,-49,912212,-5A s,6,6,11.0500718,T03922,
01067+1405,10644.4,14041414.8,11472,3112700,3B,1.6,1.2,717,T10300,
01068+1641,10646.3,16414015.2,12234,281-1,,,,,T17035,
01068+0157N,10648,1570015.5,12841,32H2700,-5,1.4,0.9,00720A,T19673,North
01068+1406,10648,14060015.2,11311,3012700,3B,1,0.9,719,T19547,
01068+1935,10648,19350015.1,7593,371-1,,,,,T15146,
I  81,10654,-1570014.8,3974,2812728,,,,,T10156,
01070+3051,10656.3,30520015.4,6497,912212,,0.6,0.6,,T19598,MCG 5-3-73
01070+3210,10700,32100014.9,5101,361-1,,,,,T19743,
01072+3205,10713.5,32061014,5179,510620,20,2.3,1.9,724,T03786,
01073+4250,10718.8,42503814.5,5046,712212,6B,2.2,0.6,725,,KDG24A
01074-0201,10724,-2010015.1,3874,4012728,15,2,1.1,726,T10157,
01075+0009,10730,90015,5701,3212728,,,,,T08952,
